name,slug,description,price,costPrice,stock,minStock,categorySlug,packageCategory,maxWeightGrams,maxLengthCm,maxWidthCm,maxHeightCm,volumeScore,allowedVehicles
TRAVIATA X3 324gr,traviata-x3-324gr,Traviata X3 324Gr,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL MIX ORIGINAL CL 23gr,cereal-mix-original-cl-23gr,Cereal Mix Original Cl 23Gr,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL MIX CHOCOLATE C/MANI,cereal-mix-chocolate-cmani,Cereal Mix Chocolate C/Mani,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SURTIDO BAGLEY 400gr,surtido-bagley-400gr,Surtido Bagley 400Gr,3900,2535,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SALADIX CAJA XTRA PICANTE 100gr,saladix-caja-xtra-picante-100gr,Saladix Caja Xtra Picante 100Gr,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
COFLER CHOCO CREAMY 60gr,cofler-choco-creamy-60gr,Cofler Choco Creamy 60Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF CHOCOTORTA TRIPLE 71gr,alf-chocotorta-triple-71gr,Alf Chocotorta Triple 71Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
KESITAS CAJA 125gr,kesitas-caja-125gr,Kesitas Caja 125Gr,2900,1885,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TATIN SIMPLE 33gr,tatin-simple-33gr,Tatin Simple 33Gr,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TATIN SIMPLE BLANCO 33gr,tatin-simple-blanco-33gr,Tatin Simple Blanco 33Gr,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SALADIX CAJA JAMON Y QUESO,saladix-caja-jamon-y-queso,Saladix Caja Jamon Y Queso,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ALF BYN NEGRO X3,alf-byn-negro-x3,Alf Byn Negro X3,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CRIOLLITAS 100gr,criollitas-100gr,Criollitas 100Gr,800,520,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CRIOLLITAS X3 300gr,criollitas-x3-300gr,Criollitas X3 300Gr,2100,1365,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TATIN TRIPLE BLANCO 60gr,tatin-triple-blanco-60gr,Tatin Triple Blanco 60Gr,1100,715,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TATIN TRIPLE NEGRO 60gr,tatin-triple-negro-60gr,Tatin Triple Negro 60Gr,1100,715,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TOFI TRIPLE NEGRO 73 gr,tofi-triple-negro-73-gr,Tofi Triple Negro 73 Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF BON O BON SIMPLE BANCO 40gr,alf-bon-o-bon-simple-banco-40gr,Alf Bon O Bon Simple Banco 40Gr,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF BON O BON SOMPLE NEGRO 40gr,alf-bon-o-bon-somple-negro-40gr,Alf Bon O Bon Somple Negro 40Gr,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF BON O BON TRIPLE NEGRO 60gr,alf-bon-o-bon-triple-negro-60gr,Alf Bon O Bon Triple Negro 60Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF. COFLER TRIPLE BLOCK 60gr,alf-cofler-triple-block-60gr,Alf. Cofler Triple Block 60Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TORTITA BLACK 125gr,tortita-black-125gr,Tortita Black 125Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TORTITAS CHOCOLATE 125gr,tortitas-chocolate-125gr,Tortitas Chocolate 125Gr,2000,1300,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SERRANAS SANDWICH 336gr,serranas-sandwich-336gr,Serranas Sandwich 336Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
REX CAJA 125gr,rex-caja-125gr,Rex Caja 125Gr,2700,1755,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF TOFI TRIPLE BLANCO 73gr,alf-tofi-triple-blanco-73gr,Alf Tofi Triple Blanco 73Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALF BYN TRIPLE BLANCO,alf-byn-triple-blanco,Alf Byn Triple Blanco,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
FRUTIGRAN AVENA Y PASAS 250 G,frutigran-avena-y-pasas-250-g,Frutigran Avena Y Pasas 250 G,3100,2015,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
FRUTIGRAN CHIPS CHOCOLATE,frutigran-chips-chocolate,Frutigran Chips Chocolate,3100,2015,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GALLETAS GRANIX LINO 175gr,galletas-granix-lino-175gr,Galletas Granix Lino 175Gr,2100,1365,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GALLETAS GRANIX SESAMO 175gr,galletas-granix-sesamo-175gr,Galletas Granix Sesamo 175Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ENC. MAGICLICK TURBO,enc-magiclick-turbo,Enc. Magiclick Turbo,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ACEITE COCINERO GIRASOL 1.5L,aceite-cocinero-girasol-15l,Aceite Cocinero Girasol 1.5L,5600,3640,100,5,supermercado,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
ACEITE COCINERO MEZCLA 900 ML,aceite-cocinero-mezcla-900-ml,Aceite Cocinero Mezcla 900 Ml,3600,2340,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ESTRELLA ALGODON 75 GR,estrella-algodon-75-gr,Estrella Algodon 75 Gr,2200,1430,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SHAMPOO ESTRELLA 180ml,shampoo-estrella-180ml,Shampoo Estrella 180Ml,2400,1560,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ACONDICIONADOR ESTRELLA 180ml,acondicionador-estrella-180ml,Acondicionador Estrella 180Ml,2400,1560,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
COCINERO GIRASOL 900ml,cocinero-girasol-900ml,Cocinero Girasol 900Ml,3800,2470,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PATITAS DE POLLO GRANJA DEL SUL 400G,patitas-de-pollo-granja-del-sul-400g,Patitas De Pollo Granja Del Sul 400G,8000,5200,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
GRANJA DEL SOL ESPINACA 500GR,granja-del-sol-espinaca-500gr,Granja Del Sol Espinaca 500Gr,4500,2925,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
GRANJA DEL SOL ACELGA 500G,granja-del-sol-acelga-500g,Granja Del Sol Acelga 500G,4200,2730,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
GRANJA DEL SOL ARVEJAS 300G,granja-del-sol-arvejas-300g,Granja Del Sol Arvejas 300G,3500,2275,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
FIDEO TALLARIN LUCCHETTI 500gr,fideo-tallarin-lucchetti-500gr,Fideo Tallarin Lucchetti 500Gr,1500,975,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
FIDEO TALLARIN MATARAZZO 500gr,fideo-tallarin-matarazzo-500gr,Fideo Tallarin Matarazzo 500Gr,1700,1105,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
CRACKEADAS DE ARROZ GALLO 100gr,crackeadas-de-arroz-gallo-100gr,Crackeadas De Arroz Gallo 100Gr,2300,1495,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ARROZ LUCCHETTI 1kg,arroz-lucchetti-1kg,Arroz Lucchetti 1Kg,2900,1885,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
NOBLEZA GAUCHA TRADICIONAL 500gr,nobleza-gaucha-tradicional-500gr,Nobleza Gaucha Tradicional 500Gr,2800,1820,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
NOBLEZA GAUCHA SERENA 500gr,nobleza-gaucha-serena-500gr,Nobleza Gaucha Serena 500Gr,2900,1885,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
CHAMINGO 500 GR,chamingo-500-gr,Chamingo 500 Gr,3100,2015,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HARINA LEUDANTE BLANCAFLOR 1KG,harina-leudante-blancaflor-1kg,Harina Leudante Blancaflor 1Kg,3200,2080,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
HARINA FAVORITA 0000,harina-favorita-0000,Harina Favorita 0000,1100,715,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
NIETO SENETINER CABERNET SAUV.,nieto-senetiner-cabernet-sauv,Nieto Senetiner Cabernet Sauv.,15900,10335,100,5,bebidas,MEDIUM,1500,28,20,10,6,MOTO|CAR
ARLISTAN 50 GR,arlistan-50-gr,Arlistan 50 Gr,3800,2470,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CELULAR SAL FINAL PAQUETE 500gr,celular-sal-final-paquete-500gr,Celular Sal Final Paquete 500Gr,3200,2080,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
SAL FINA CELUSAL ESTUCHE 500gr,sal-fina-celusal-estuche-500gr,Sal Fina Celusal Estuche 500Gr,3400,2210,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
POZO MAGDALENAS MARMOLADAS 200gr,pozo-magdalenas-marmoladas-200gr,Pozo Magdalenas Marmoladas 200Gr,3200,2080,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
POZO MAGDALENA COCO C/DDL X200gr,pozo-magdalena-coco-cddl-x200gr,Pozo Magdalena Coco C/Ddl X200Gr,3200,2080,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SALCHICHA FELA X6,salchicha-fela-x6,Salchicha Fela X6,2300,1495,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
SALCHICHAS PALADINI X6,salchichas-paladini-x6,Salchichas Paladini X6,3500,2275,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MEDALLON DE POLLO PALADINI X2 150gr,medallon-de-pollo-paladini-x2-150gr,Medallon De Pollo Paladini X2 150Gr,2600,1690,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MEDALLON DE POLLO CON JYQ X2 PALADINI 170gr,medallon-de-pollo-con-jyq-x2-paladini-170gr,Medallon De Pollo Con Jyq X2 Paladini 170Gr,3100,2015,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
NUGGETS DE POLLO PALADINI 380gr,nuggets-de-pollo-paladini-380gr,Nuggets De Pollo Paladini 380Gr,6400,4160,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
HAMBURGUESA PALADINI 160gr,hamburguesa-paladini-160gr,Hamburguesa Paladini 160Gr,3500,2275,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HAMB ESPINACA Y QUESO PALADINI X2 170gr,hamb-espinaca-y-queso-paladini-x2-170gr,Hamb Espinaca Y Queso Paladini X2 170Gr,4000,2600,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAPAS CORTE BASTON PALADINI 700kg,papas-corte-baston-paladini-700kg,Papas Corte Baston Paladini 700Kg,4800,3120,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HAMB VEGETAL PALADINI X2 160gr,hamb-vegetal-paladini-x2-160gr,Hamb Vegetal Paladini X2 160Gr,3200,2080,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PIZZETA DE MUZZA PALADINI 190gr,pizzeta-de-muzza-paladini-190gr,Pizzeta De Muzza Paladini 190Gr,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PIZZETA DE MUZZA Y JAMON PALADINI 205gr,pizzeta-de-muzza-y-jamon-paladini-205gr,Pizzeta De Muzza Y Jamon Paladini 205Gr,4300,2795,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MANTECA SANCOR 200gr,manteca-sancor-200gr,Manteca Sancor 200Gr,4900,3185,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CREMA DE LECHE SANCOR 360ml,crema-de-leche-sancor-360ml,Crema De Leche Sancor 360Ml,4300,2795,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
CREMA DE LECHE SANCOR 200ml,crema-de-leche-sancor-200ml,Crema De Leche Sancor 200Ml,2500,1625,100,5,farmacia,MICRO,250,12,5,5,1,BIKE|MOTO
RED POINT COMUN,red-point-comun,Red Point Comun,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MENTHO PLUS 2 ZERO STRONG,mentho-plus-2-zero-strong,Mentho Plus 2 Zero Strong,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SIDRA 1888,sidra-1888,Sidra 1888,9200,5980,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SIDRA REAL,sidra-real,Sidra Real,4700,3055,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
PEHUENIA GINGER 473C,pehuenia-ginger-473c,Pehuenia Ginger 473C,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SIDRA LATA REAL 473ml,sidra-lata-real-473ml,Sidra Lata Real 473Ml,2500,1625,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
SIDRA 1888 473ml,sidra-1888-473ml,Sidra 1888 473Ml,2900,1885,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
PETACA CAÑA QUEMAITA 200cc,petaca-cana-quemaita-200cc,Petaca Caña Quemaita 200Cc,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PETACA DURAZNO SAN VICENTE 200cc,petaca-durazno-san-vicente-200cc,Petaca Durazno San Vicente 200Cc,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PETACA WHISKY GLOUCESTER 200ml,petaca-whisky-gloucester-200ml,Petaca Whisky Gloucester 200Ml,3000,1950,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
PETACA LICOR DE MENTA NEW STYLE 200ml,petaca-licor-de-menta-new-style-200ml,Petaca Licor De Menta New Style 200Ml,3000,1950,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
PETACA ANIS SAN VICENTE 200ml,petaca-anis-san-vicente-200ml,Petaca Anis San Vicente 200Ml,2400,1560,100,5,supermercado,MICRO,250,12,5,5,1,BIKE|MOTO
PETACA CHOCOLATE NEW STYLE 200ml,petaca-chocolate-new-style-200ml,Petaca Chocolate New Style 200Ml,2100,1365,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
PETACA LICOR DDL NEW STYLE 200ml,petaca-licor-ddl-new-style-200ml,Petaca Licor Ddl New Style 200Ml,2100,1365,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
PETACA PIÑA COLADA NEW STYLE 200ml,petaca-pina-colada-new-style-200ml,Petaca Piña Colada New Style 200Ml,2600,1690,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
PETACA VODKA NEW STYLE 200ml,petaca-vodka-new-style-200ml,Petaca Vodka New Style 200Ml,2200,1430,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
LICOR DE CHOCOLATE NEW STYLE 1000cc,licor-de-chocolate-new-style-1000cc,Licor De Chocolate New Style 1000Cc,6400,4160,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
LICOR DE MELON NEW STYLE 1000cc,licor-de-melon-new-style-1000cc,Licor De Melon New Style 1000Cc,6900,4485,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
LICOR DURAZNO 1000cc,licor-durazno-1000cc,Licor Durazno 1000Cc,6400,4160,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
LICOR CAFE AL COGNAC 1000cc,licor-cafe-al-cognac-1000cc,Licor Cafe Al Cognac 1000Cc,6900,4485,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
JUGO DE LIMON MENOYO 250ml,jugo-de-limon-menoyo-250ml,Jugo De Limon Menoyo 250Ml,2100,1365,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
MENOYO MAYONESA 235gr,menoyo-mayonesa-235gr,Menoyo Mayonesa 235Gr,1300,845,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LAVANDINA AYUDIN 1L,lavandina-ayudin-1l,Lavandina Ayudin 1L,2200,1430,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
ALCOHOL ETILICO,alcohol-etilico,Alcohol Etilico,3500,2275,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ALCOHOL BIACOHOL 500ml,alcohol-biacohol-500ml,Alcohol Biacohol 500Ml,3400,2210,100,5,farmacia,MICRO,540,23,7,7,1,BIKE|MOTO
FAVINCO JUGO DE LIMON 500ml,favinco-jugo-de-limon-500ml,Favinco Jugo De Limon 500Ml,1650,1072,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
FAVINCO VINAGRE DE VINO 500ml,favinco-vinagre-de-vino-500ml,Favinco Vinagre De Vino 500Ml,2900,1885,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
CAFE MOLIDO TORRADO LA VIRGINIA 250gr,cafe-molido-torrado-la-virginia-250gr,Cafe Molido Torrado La Virginia 250Gr,9900,6435,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CAFE EN SAQUITOS LA VIRGINIA 20U,cafe-en-saquitos-la-virginia-20u,Cafe En Saquitos La Virginia 20U,8000,5200,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CAFE LA VIRGINIA 50G,cafe-la-virginia-50g,Cafe La Virginia 50G,4400,2860,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CAFE LA VIRGINIA 100G,cafe-la-virginia-100g,Cafe La Virginia 100G,7300,4745,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CAPPUCCINO TRADICIONAL 10 SOBRES LA VIRGINIA,cappuccino-tradicional-10-sobres-la-virginia,Cappuccino Tradicional 10 Sobres La Virginia,5300,3445,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CAPPUCCINO TRADICIONAL LA VIRGINIA 125gr,cappuccino-tradicional-la-virginia-125gr,Cappuccino Tradicional La Virginia 125Gr,7600,4940,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
LA VIRGINIA TE NEGRO,la-virginia-te-negro,La Virginia Te Negro,1600,1040,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TÉ DE LIMON LA VIRGINIA,te-de-limon-la-virginia,Té De Limon La Virginia,2900,1885,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MATE COCIDO LITORAL LA VIRGINIA,mate-cocido-litoral-la-virginia,Mate Cocido Litoral La Virginia,4300,2795,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TÉ DE BOLDO LA VIRGINIA,te-de-boldo-la-virginia,Té De Boldo La Virginia,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TÉ DE TILO LA VIRGINIA,te-de-tilo-la-virginia,Té De Tilo La Virginia,4400,2860,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TÉ DE MANZANILLA LA VIRGINIA,te-de-manzanilla-la-virginia,Té De Manzanilla La Virginia,2500,1625,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TE LA VIRGINIA INSPIRAR 25u,te-la-virginia-inspirar-25u,Te La Virginia Inspirar 25U,4200,2730,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TE LA VIRGINIA RELAJAR 25u,te-la-virginia-relajar-25u,Te La Virginia Relajar 25U,4200,2730,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ALICANTE BICARBONATO 50gr,alicante-bicarbonato-50gr,Alicante Bicarbonato 50Gr,1200,780,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CANELA EN RAMA ALICANTE 20gr,canela-en-rama-alicante-20gr,Canela En Rama Alicante 20Gr,3800,2470,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MIX PICANTE ALICANTE 25gr,mix-picante-alicante-25gr,Mix Picante Alicante 25Gr,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MIX CRIOLLO ALICANTE 25gr,mix-criollo-alicante-25gr,Mix Criollo Alicante 25Gr,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
FINAS HIERBAS ALICANTE 20gr,finas-hierbas-alicante-20gr,Finas Hierbas Alicante 20Gr,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ALICANTE OREGANO 25gr,alicante-oregano-25gr,Alicante Oregano 25Gr,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PIMIENTA BLANCA MOLIDA ALICANTE 25gr,pimienta-blanca-molida-alicante-25gr,Pimienta Blanca Molida Alicante 25Gr,2800,1820,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PIMIENTA BLANCA EN GRANO ALICANTE 25gr,pimienta-blanca-en-grano-alicante-25gr,Pimienta Blanca En Grano Alicante 25Gr,2600,1690,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PIMIENTA NEGRA EN GRANO ALICANTE 25gr,pimienta-negra-en-grano-alicante-25gr,Pimienta Negra En Grano Alicante 25Gr,2200,1430,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
EDULCORANTE TUY 200CC,edulcorante-tuy-200cc,Edulcorante Tuy 200Cc,3500,2275,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CHOCOLINO LA VIRGINIA 180gr,chocolino-la-virginia-180gr,Chocolino La Virginia 180Gr,3300,2145,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAN RALLADO MORIXIE 500gr,pan-rallado-morixie-500gr,Pan Rallado Morixie 500Gr,1300,845,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
MORIXE PAN RALLADO 1 KG,morixe-pan-rallado-1-kg,Morixe Pan Rallado 1 Kg,2900,1885,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
REBOZADOR MORIXE 500gr,rebozador-morixe-500gr,Rebozador Morixe 500Gr,1300,845,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
KOOKY BON 10gr,kooky-bon-10gr,Kooky Bon 10Gr,800,520,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
DE A 2 BOCADITO FELFORT 12gr,de-a-2-bocadito-felfort-12gr,De A 2 Bocadito Felfort 12Gr,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL FORT FRUTOS ROJOS,cereal-fort-frutos-rojos,Cereal Fort Frutos Rojos,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALMA MORA MALBEC 750ml,alma-mora-malbec-750ml,Alma Mora Malbec 750Ml,6800,4420,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
PAÑUELITOS ELITE,panuelitos-elite,Pañuelitos Elite,800,520,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
HIGIENOL X4,higienol-x4,Higienol X4,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LADYSOFT TOALLITA X8,ladysoft-toallita-x8,Ladysoft Toallita X8,2000,1300,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
FERNET BRANCA 1L,fernet-branca-1l,Fernet Branca 1L,18600,12090,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
FERNET BRANCA 450ml,fernet-branca-450ml,Fernet Branca 450Ml,9600,6240,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
FERNET VITTONE 75CL,fernet-vittone-75cl,Fernet Vittone 75Cl,10000,6500,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SERNOVA VODKA 700ml,sernova-vodka-700ml,Sernova Vodka 700Ml,9500,6175,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
