name,slug,description,price,costPrice,stock,minStock,categorySlug,packageCategory,maxWeightGrams,maxLengthCm,maxWidthCm,maxHeightCm,volumeScore,allowedVehicles
PAN DULCE BESSONE 400gr,pan-dulce-bessone-400gr,Pan Dulce Bessone 400Gr,3700,2405,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DULCE MILANES LHERITIER 400gr,pan-dulce-milanes-lheritier-400gr,Pan Dulce Milanes Lheritier 400Gr,4400,2860,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DULCE CON CHIPS CHOCO 400gr,pan-dulce-con-chips-choco-400gr,Pan Dulce Con Chips Choco 400Gr,4400,2860,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DULCE GENOVES LHERITIER 500gr,pan-dulce-genoves-lheritier-500gr,Pan Dulce Genoves Lheritier 500Gr,10900,7085,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
BUDIN VAINILLA LHERITIER 200gr,budin-vainilla-lheritier-200gr,Budin Vainilla Lheritier 200Gr,2700,1755,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BUDIN CON CHIPS CHOCO LHERITIER 200gr,budin-con-chips-choco-lheritier-200gr,Budin Con Chips Choco Lheritier 200Gr,2700,1755,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BUDIN CON FRUTAS LHERITIER 200gr,budin-con-frutas-lheritier-200gr,Budin Con Frutas Lheritier 200Gr,2700,1755,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LIMPIADOR LIQ DE VIDRIOS PROCENEX 420ml,limpiador-liq-de-vidrios-procenex-420ml,Limpiador Liq De Vidrios Procenex 420Ml,1500,975,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CAMPARI 750ml,campari-750ml,Campari 750Ml,24400,15860,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
LUIGI BOSCA MALBEC 750ml,luigi-bosca-malbec-750ml,Luigi Bosca Malbec 750Ml,21400,13910,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
ORALI TAPA DE EMPANADAS 330gr,orali-tapa-de-empanadas-330gr,Orali Tapa De Empanadas 330Gr,2400,1560,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
SHOT NEGRO 90gr,shot-negro-90gr,Shot Negro 90Gr,5600,3640,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
LOS ARBOLES CARBERNET SAUV.,los-arboles-carbernet-sauv,Los Arboles Carbernet Sauv.,9500,6175,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SMIRNOFF VODKA #21 700ml,smirnoff-vodka-21-700ml,Smirnoff Vodka #21 700Ml,8500,5525,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SMIRNOFF GREEN APPLE 700ml,smirnoff-green-apple-700ml,Smirnoff Green Apple 700Ml,10000,6500,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SMIRNOFF VODKA RUBY ORANGE Y LIME 700ml,smirnoff-vodka-ruby-orange-y-lime-700ml,Smirnoff Vodka Ruby Orange Y Lime 700Ml,10000,6500,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
GIN GORDONS PINK 700ml,gin-gordons-pink-700ml,Gin Gordons Pink 700Ml,14200,9230,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SMIRNOFF TAMARINDO 700ml,smirnoff-tamarindo-700ml,Smirnoff Tamarindo 700Ml,10000,6500,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SARDINAS EN ACEITE NOGAL DORADO 125gr,sardinas-en-aceite-nogal-dorado-125gr,Sardinas En Aceite Nogal Dorado 125Gr,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CABALLA AL NATURAL NOGAL DORADO,caballa-al-natural-nogal-dorado,Caballa Al Natural Nogal Dorado,6000,3900,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PIMIENTOS MORRONES - NOGAL DORADO 185gr,pimientos-morrones-nogal-dorado-185gr,Pimientos Morrones - Nogal Dorado 185Gr,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALGABO TALCO 100 GR,algabo-talco-100-gr,Algabo Talco 100 Gr,2500,1625,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
GEL ALGABO 150gr,gel-algabo-150gr,Gel Algabo 150Gr,2500,1625,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
PHILIPS COMUN,philips-comun,Philips Comun,2600,1690,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LIMPIADOR CIF EN CREMA BLANCO 2L,limpiador-cif-en-crema-blanco-2l,Limpiador Cif En Crema Blanco 2L,17400,11310,100,5,farmacia,MEDIUM,2500,35,12,12,6,MOTO|CAR
CIF DETERGENTE LIMON 300ml,cif-detergente-limon-300ml,Cif Detergente Limon 300Ml,2200,1430,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
DETERGENTE CIF LIMON 500ml,detergente-cif-limon-500ml,Detergente Cif Limon 500Ml,3800,2470,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
DETERGENTE CIF LIMA 300ml,detergente-cif-lima-300ml,Detergente Cif Lima 300Ml,2200,1430,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CIF CREMA BIOACTIVE 750gr,cif-crema-bioactive-750gr,Cif Crema Bioactive 750Gr,4800,3120,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
JABON LIQ ALA 900ml,jabon-liq-ala-900ml,Jabon Liq Ala 900Ml,3000,1950,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
REXONA TALCO 100 GR,rexona-talco-100-gr,Rexona Talco 100 Gr,5000,3250,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SHAMPOO SEDAL 190 ML,shampoo-sedal-190-ml,Shampoo Sedal 190 Ml,4800,3120,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SHAMPOO SEDAL AMARILLO 190 ML,shampoo-sedal-amarillo-190-ml,Shampoo Sedal Amarillo 190 Ml,3900,2535,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SHAMPOO LISO PERFECTO 190ml,shampoo-liso-perfecto-190ml,Shampoo Liso Perfecto 190Ml,4800,3120,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SEDAL ACONDICIONADOR ROSA 190 ML,sedal-acondicionador-rosa-190-ml,Sedal Acondicionador Rosa 190 Ml,4800,3120,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SEDAL ACODINCIONARDOR AMARILLO 190 ML,sedal-acodincionardor-amarillo-190-ml,Sedal Acodincionardor Amarillo 190 Ml,3900,2535,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ACONDICIONADOR AZUL SEDAL 190gr,acondicionador-azul-sedal-190gr,Acondicionador Azul Sedal 190Gr,5000,3250,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
REXONA ANTIBACTERIAL 90 GR,rexona-antibacterial-90-gr,Rexona Antibacterial 90 Gr,2000,1300,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SHAMPOO DAVE OLEO NUTRICION 200ml,shampoo-dave-oleo-nutricion-200ml,Shampoo Dave Oleo Nutricion 200Ml,5800,3770,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
ACONDICIONAR OLEO NUTRICION DOVE 200ml,acondicionar-oleo-nutricion-dove-200ml,Acondicionar Oleo Nutricion Dove 200Ml,5800,3770,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
LUX GLICERINA 90 GR,lux-glicerina-90-gr,Lux Glicerina 90 Gr,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
REXONA DRY 150 ML,rexona-dry-150-ml,Rexona Dry 150 Ml,6200,4030,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
REXONA ACTIVE 150 ML,rexona-active-150-ml,Rexona Active 150 Ml,5200,3380,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CREMA DE PEINAR SEDAL ROSA 300ml,crema-de-peinar-sedal-rosa-300ml,Crema De Peinar Sedal Rosa 300Ml,7900,5135,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
REXONA BAMBOO,rexona-bamboo,Rexona Bamboo,2200,1430,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SHAMPOO SEDAL 190ml,shampoo-sedal-190ml,Shampoo Sedal 190Ml,3900,2535,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ACONDICIONADOR SEDAL 190ml,acondicionador-sedal-190ml,Acondicionador Sedal 190Ml,3900,2535,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
PHILIP MORRIS BOX,philip-morris-box,Philip Morris Box,3100,2015,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PITUSAS LIMON 260gr,pitusas-limon-260gr,Pitusas Limon 260Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PITUSAS CHOCOLATE 160gr,pitusas-chocolate-160gr,Pitusas Chocolate 160Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PITUSAS FRUTILLA 260gr,pitusas-frutilla-260gr,Pitusas Frutilla 260Gr,2600,1690,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PITUSAS FRAMBUESA 260gr,pitusas-frambuesa-260gr,Pitusas Frambuesa 260Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR SER MULTIFRUTA 190gr,yogur-ser-multifruta-190gr,Yogur Ser Multifruta 190Gr,3300,2145,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CHOCOATADA CINDOR 1L,chocoatada-cindor-1l,Chocoatada Cindor 1L,5500,3575,100,5,kiosco,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
CHOCOLATADA CINDOR 200ml,chocolatada-cindor-200ml,Chocolatada Cindor 200Ml,2000,1300,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
YOGUR ROCKLETS 164gr,yogur-rocklets-164gr,Yogur Rocklets 164Gr,2100,1365,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR CON CEREAL,yogur-con-cereal,Yogur Con Cereal,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR FIRME VAINILLA 190gr,yogur-firme-vainilla-190gr,Yogur Firme Vainilla 190Gr,1800,1170,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR FIRME FRUTILLA 190gr,yogur-firme-frutilla-190gr,Yogur Firme Frutilla 190Gr,1800,1170,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
DANETTE CHOCOLATE 95G,danette-chocolate-95g,Danette Chocolate 95G,1600,1040,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
DANETTE DDL 95G,danette-ddl-95g,Danette Ddl 95G,1600,1040,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
DANETTE FLAN 95G,danette-flan-95g,Danette Flan 95G,1600,1040,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
POSTRE DDL SER 95gr,postre-ddl-ser-95gr,Postre Ddl Ser 95Gr,1900,1235,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
FLAN SER 95gr,flan-ser-95gr,Flan Ser 95Gr,1900,1235,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR VAINILLA LA SERENISIMA 1L,yogur-vainilla-la-serenisima-1l,Yogur Vainilla La Serenisima 1L,2900,1885,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
YOGUR FRUTILLA LA SERENISIMA 1L,yogur-frutilla-la-serenisima-1l,Yogur Frutilla La Serenisima 1L,2900,1885,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
CHOCOLATADA SERENISIMA 200ml,chocolatada-serenisima-200ml,Chocolatada Serenisima 200Ml,1000,650,100,5,kiosco,MICRO,250,12,5,5,1,BIKE|MOTO
YOGUR BEBIBLE FRUTILLA DANONINO 100gr,yogur-bebible-frutilla-danonino-100gr,Yogur Bebible Frutilla Danonino 100Gr,1800,1170,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR BEBIBLE DANONINO VAINILLA 100gr,yogur-bebible-danonino-vainilla-100gr,Yogur Bebible Danonino Vainilla 100Gr,1800,1170,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGURISIMO FRUTILLA 190gr,yogurisimo-frutilla-190gr,Yogurisimo Frutilla 190Gr,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR SER PROTEINA FRUT. ARANDANOS 190gr,yogur-ser-proteina-frut-arandanos-190gr,Yogur Ser Proteina Frut. Arandanos 190Gr,3400,2210,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CASANCREM CLASICO 290gr,casancrem-clasico-290gr,Casancrem Clasico 290Gr,3400,2210,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
YOGUR SER PROTEINA VAINILLA 190gr,yogur-ser-proteina-vainilla-190gr,Yogur Ser Proteina Vainilla 190Gr,3400,2210,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
EL PEONCITO MIX EUROPEO 150GR,el-peoncito-mix-europeo-150gr,El Peoncito Mix Europeo 150Gr,4500,2925,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
VILLARES MIX TROPICAL 150GR,villares-mix-tropical-150gr,Villares Mix Tropical 150Gr,3600,2340,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
EL PEONCITO ALMENDRAS 100GR,el-peoncito-almendras-100gr,El Peoncito Almendras 100Gr,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
EL PEONCITO PISTACHOS 100GR,el-peoncito-pistachos-100gr,El Peoncito Pistachos 100Gr,5500,3575,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
MIX TROPICAL X 100 G,mix-tropical-x-100-g,Mix Tropical X 100 G,2800,1820,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
EL PEONCITO NUECES 100GR,el-peoncito-nueces-100gr,El Peoncito Nueces 100Gr,5000,3250,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
EL PEONCITO MANI SALADO 100GR,el-peoncito-mani-salado-100gr,El Peoncito Mani Salado 100Gr,1800,1170,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
EL PEONCITO CIRUELAS 250GR,el-peoncito-ciruelas-250gr,El Peoncito Ciruelas 250Gr,4800,3120,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
EL PEONCITO MIX FRUTAS SECAS 150GR,el-peoncito-mix-frutas-secas-150gr,El Peoncito Mix Frutas Secas 150Gr,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MIX EUROPEO 100gr,mix-europeo-100gr,Mix Europeo 100Gr,3900,2535,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SHOT NEGRO 35gr,shot-negro-35gr,Shot Negro 35Gr,2300,1495,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
MARCADOR PELIKAN VERDE,marcador-pelikan-verde,Marcador Pelikan Verde,1900,1235,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME EXTRA LUBRICADO,prime-extra-lubricado,Prime Extra Lubricado,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME TURBO,prime-turbo,Prime Turbo,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME STRONGER,prime-stronger,Prime Stronger,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME ANATOMICO,prime-anatomico,Prime Anatomico,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME SUPER FINO,prime-super-fino,Prime Super Fino,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME TEXTURADO,prime-texturado,Prime Texturado,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME ESPER.,prime-esper,Prime Esper.,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME TACHAS,prime-tachas,Prime Tachas,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME MEGA,prime-mega,Prime Mega,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME ULTRA FINO,prime-ultra-fino,Prime Ultra Fino,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PRIME RETARDANTE,prime-retardante,Prime Retardante,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PALITO HELADO Q´LUNGO 90G,palito-helado-qlungo-90g,Palito Helado Q´Lungo 90G,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALMA MORA RESERVA MALBEC 750ml,alma-mora-reserva-malbec-750ml,Alma Mora Reserva Malbec 750Ml,8100,5265,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
DADA WINE #2 750ml,dada-wine-2-750ml,Dada Wine #2 750Ml,6500,4225,100,5,kiosco,MEDIUM,900,32,11,11,6,MOTO|CAR
DADA CABERNET SAUVIGNON #391 750ml,dada-cabernet-sauvignon-391-750ml,Dada Cabernet Sauvignon #391 750Ml,6500,4225,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
DADA MALBEC #391 750ml,dada-malbec-391-750ml,Dada Malbec #391 750Ml,6500,4225,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
DADA CHOCOLATE 750ml,dada-chocolate-750ml,Dada Chocolate 750Ml,6400,4160,100,5,kiosco,MEDIUM,900,32,11,11,6,MOTO|CAR
DADA MALBEC CABERNET 750ml,dada-malbec-cabernet-750ml,Dada Malbec Cabernet 750Ml,6500,4225,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
FRIZZE BLUE 1L,frizze-blue-1l,Frizze Blue 1L,5000,3250,100,5,kiosco,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
DADA CARAMEL #9 750ml,dada-caramel-9-750ml,Dada Caramel #9 750Ml,6500,4225,100,5,kiosco,MEDIUM,900,32,11,11,6,MOTO|CAR
ALFAJOR PEPITOS TRIPLE 57gr,alfajor-pepitos-triple-57gr,Alfajor Pepitos Triple 57Gr,2200,1430,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MUMM EXTRA BRUT 750ml,mumm-extra-brut-750ml,Mumm Extra Brut 750Ml,10500,6825,100,5,kiosco,MEDIUM,900,32,11,11,6,MOTO|CAR
MUMM BRUT ROSE 750ml,mumm-brut-rose-750ml,Mumm Brut Rose 750Ml,13000,8450,100,5,kiosco,MEDIUM,900,32,11,11,6,MOTO|CAR
MUMM LEGER 750cc,mumm-leger-750cc,Mumm Leger 750Cc,10500,6825,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CEREAL MIX M Y A,cereal-mix-m-y-a,Cereal Mix M Y A,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
FIESTA MAYONESA 250gr,fiesta-mayonesa-250gr,Fiesta Mayonesa 250Gr,1400,910,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TOPLINE FRUTA,topline-fruta,Topline Fruta,700,455,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TOPLINE STRONG,topline-strong,Topline Strong,700,455,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TOPLINE MENTA FRESCA,topline-menta-fresca,Topline Menta Fresca,700,455,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TOPLINE MENTA,topline-menta,Topline Menta,700,455,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MALBORO COMUN,malboro-comun,Malboro Comun,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL MIX ORIGINAL GR. ENTERO 33gr,cereal-mix-original-gr-entero-33gr,Cereal Mix Original Gr. Entero 33Gr,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL MIX CHOCOLATE Y ALM. 23gr,cereal-mix-chocolate-y-alm-23gr,Cereal Mix Chocolate Y Alm. 23Gr,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALFAJOR FANTOCHE TRIPLE NIGHT CHOCO 85gr,alfajor-fantoche-triple-night-choco-85gr,Alfajor Fantoche Triple Night Choco 85Gr,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALFAJOR FANTOCHE TRIPLE DAY BLANCO 85gr,alfajor-fantoche-triple-day-blanco-85gr,Alfajor Fantoche Triple Day Blanco 85Gr,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DULCE MARMOLADO FANTOCHE 400gr,pan-dulce-marmolado-fantoche-400gr,Pan Dulce Marmolado Fantoche 400Gr,6300,4095,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
FANTOCHE MINI BLANCO X6 150gr,fantoche-mini-blanco-x6-150gr,Fantoche Mini Blanco X6 150Gr,2800,1820,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
FANTOCHE MINI NEGRO X6 150gr,fantoche-mini-negro-x6-150gr,Fantoche Mini Negro X6 150Gr,2800,1820,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
FANTOCHE PEPAS 350gr,fantoche-pepas-350gr,Fantoche Pepas 350Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DULCE CON FRUTAS FANTOCHE 400gr,pan-dulce-con-frutas-fantoche-400gr,Pan Dulce Con Frutas Fantoche 400Gr,6300,4095,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN DULCE CON PEPAS CHOCOLATE FANTOCHE 400gr,pan-dulce-con-pepas-chocolate-fantoche-400gr,Pan Dulce Con Pepas Chocolate Fantoche 400Gr,6300,4095,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
BUDIN CON CHIPS CHOCOLATE FANTOCHE 200gr,budin-con-chips-chocolate-fantoche-200gr,Budin Con Chips Chocolate Fantoche 200Gr,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BUDIN MAARMOLADO FANTOCHE 200gr,budin-maarmolado-fantoche-200gr,Budin Maarmolado Fantoche 200Gr,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LA GOTITA,la-gotita,La Gotita,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
VINO TINTILLO SANTA JULIA 269ml,vino-tintillo-santa-julia-269ml,Vino Tintillo Santa Julia 269Ml,4000,2600,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
VINO ROSE SANTA JULIA 269ml,vino-rose-santa-julia-269ml,Vino Rose Santa Julia 269Ml,4000,2600,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
VINO CHENIN SANTA JULIA 269ml,vino-chenin-santa-julia-269ml,Vino Chenin Santa Julia 269Ml,4000,2600,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
SAPITO FRUTILLA 10gr,sapito-frutilla-10gr,Sapito Frutilla 10Gr,600,390,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HOJA DE DIBUJO N3 EXITO X8U,hoja-de-dibujo-n3-exito-x8u,Hoja De Dibujo N3 Exito X8U,1600,1040,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HOJA DE DIBUJO N5 EXITO X8U,hoja-de-dibujo-n5-exito-x8u,Hoja De Dibujo N5 Exito X8U,2000,1300,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CUADERNO AVON RAYADO X46hojas,cuaderno-avon-rayado-x46hojas,Cuaderno Avon Rayado X46Hojas,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CUADERNO AVON RAYADO 84hojas,cuaderno-avon-rayado-84hojas,Cuaderno Avon Rayado 84Hojas,5500,3575,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PEPAS TRIO 500gr,pepas-trio-500gr,Pepas Trio 500Gr,3200,2080,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
PEPAS BATATA TRIO 300gr,pepas-batata-trio-300gr,Pepas Batata Trio 300Gr,2200,1430,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PEPAS TRIO 200gr,pepas-trio-200gr,Pepas Trio 200Gr,1400,910,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TRIO GLASY 175gr,trio-glasy-175gr,Trio Glasy 175Gr,1500,975,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TRIO FROLITAS MEMBRILLO 160gr,trio-frolitas-membrillo-160gr,Trio Frolitas Membrillo 160Gr,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
TRIO SURTIDAS 200gr,trio-surtidas-200gr,Trio Surtidas 200Gr,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MIRINDA NARANJA 354ml,mirinda-naranja-354ml,Mirinda Naranja 354Ml,1500,975,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
H2OH! 500ml,h2oh-500ml,H2Oh! 500Ml,900,585,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
MIRINDA NARANJA X500ml,mirinda-naranja-x500ml,Mirinda Naranja X500Ml,2000,1300,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
PASO DE LOS TOROS POMELO 500ml,paso-de-los-toros-pomelo-500ml,Paso De Los Toros Pomelo 500Ml,2100,1365,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
MIRINDA NARANJA 1.5L,mirinda-naranja-15l,Mirinda Naranja 1.5L,5300,3445,100,5,kiosco,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
PASO DE LOS TOROS TONICA 1.5L,paso-de-los-toros-tonica-15l,Paso De Los Toros Tonica 1.5L,4000,2600,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
PASO DE LOS TOROS POMELO 1.5L,paso-de-los-toros-pomelo-15l,Paso De Los Toros Pomelo 1.5L,4000,2600,100,5,kiosco,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
MIRINDA MANZANA 2.25ml,mirinda-manzana-225ml,Mirinda Manzana 2.25Ml,3500,2275,100,5,kiosco,MEDIUM,2500,35,12,12,6,MOTO|CAR
7UP 500ml,7up-500ml,7Up 500Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
7UP 1.5L,7up-15l,7Up 1.5L,4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
