name,slug,description,price,costPrice,stock,minStock,categorySlug,packageCategory,maxWeightGrams,maxLengthCm,maxWidthCm,maxHeightCm,volumeScore,allowedVehicles
SPRAY PROTECTOR DE INTERIORES Y EXTERIORES 118ml,spray-protector-de-interiores-y-exteriores-118ml,Spray Protector De Interiores Y Exteriores 118Ml,9400,6110,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
ROK ORGANICO UVA,rok-organico-uva,Rok Organico Uva,1000,650,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
CABSHA MARROC,cabsha-marroc,Cabsha Marroc,600,390,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BUDIN CASERO,budin-casero,Budin Casero,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MONSTER ULTRA SUNRISE 453ml,monster-ultra-sunrise-453ml,Monster Ultra Sunrise 453Ml,3600,2340,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
PANETON,paneton,Paneton,5800,3770,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SAHUMERIOS COLORES X6,sahumerios-colores-x6,Sahumerios Colores X6,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HAMBURGUESA UNION GANADERA SIMPLE X2,hamburguesa-union-ganadera-simple-x2,Hamburguesa Union Ganadera Simple X2,3200,2080,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HAMBURGUESA UNION GRANADERA XL X2,hamburguesa-union-granadera-xl-x2,Hamburguesa Union Granadera Xl X2,5300,3445,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
"PROMO FERNET +2 COCAS 1,5L + HIELO",promo-fernet-2-cocas-15l-hielo,"Promo Fernet +2 Cocas 1,5L + Hielo",17500,11375,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
CHIP MOVISTAR,chip-movistar,Chip Movistar,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SANDWICH LOMITO X4,sandwich-lomito-x4,Sandwich Lomito X4,12000,7800,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
JUGUITO NARANJU,juguito-naranju,Juguito Naranju,300,195,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HEBILLA NEGRO C/PINTITA X PAR,hebilla-negro-cpintita-x-par,Hebilla Negro C/Pintita X Par,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BOCADITO HOLANDA  2X1,bocadito-holanda-2x1,Bocadito Holanda  2X1,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HEBILLA BICOLOR X PAR,hebilla-bicolor-x-par,Hebilla Bicolor X Par,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PEINE FAMILIAR,peine-familiar,Peine Familiar,700,455,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PEINE DEBOLSILLO NEGRO,peine-debolsillo-negro,Peine Debolsillo Negro,400,260,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CORTA UÑA GRANDE,corta-una-grande,Corta Uña Grande,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CORTA UÑA CHICO,corta-una-chico,Corta Uña Chico,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
VENGALA POR UNIDAD,vengala-por-unidad,Vengala Por Unidad,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MENTITAS FELFORT,mentitas-felfort,Mentitas Felfort,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PROMO MINI FERNET+LATA COCA+HIELO,promo-mini-fernetlata-cocahielo,Promo Mini Fernet+Lata Coca+Hielo,4600,2990,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
RECARGA,recarga,Recarga,1,1,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ENSALADA DE FRUTA GRANDE,ensalada-de-fruta-grande,Ensalada De Fruta Grande,5000,3250,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
HIELO,hielo,Hielo,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MARROC TELFORT,marroc-telfort,Marroc Telfort,1100,715,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
VELA TORNEADA X4,vela-torneada-x4,Vela Torneada X4,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MAPA PLANISFERICO,mapa-planisferico,Mapa Planisferico,500,325,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
BOLSITA DE MALBADISCOS 50gr,bolsita-de-malbadiscos-50gr,Bolsita De Malbadiscos 50Gr,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ROCKLETS 2X1 20gr,rocklets-2x1-20gr,Rocklets 2X1 20Gr,1500,975,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SANDWICH MIGA JYQ X4,sandwich-miga-jyq-x4,Sandwich Miga Jyq X4,9000,5850,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CAFE SOLO,cafe-solo,Cafe Solo,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CARAMELOS,caramelos,Caramelos,100,65,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
STRAMPS ROLLING,stramps-rolling,Stramps Rolling,9500,6175,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
AQUARIUS LIMONADA-MANZANA 1.5L,aquarius-limonada-manzana-15l,Aquarius Limonada-Manzana 1.5L,4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
MEDIA LUNA JYQ X3,media-luna-jyq-x3,Media Luna Jyq X3,5000,3250,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PICADA 230G,picada-230g,Picada 230G,4800,3120,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BOCADITO DELICIA FELFORT,bocadito-delicia-felfort,Bocadito Delicia Felfort,600,390,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PREPIZZA X1,prepizza-x1,Prepizza X1,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
COLITAS PARA PELO X U,colitas-para-pelo-x-u,Colitas Para Pelo X U,300,195,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PEBETE,pebete,Pebete,5000,3250,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
MEDIA LUNA X1,media-luna-x1,Media Luna X1,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GIN TOWWORA,gin-towwora,Gin Towwora,4400,2860,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
OJOS LOCOS REAL CANDY PORT,ojos-locos-real-candy-port,Ojos Locos Real Candy Port,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PANCHO COMUN MAS COCA,pancho-comun-mas-coca,Pancho Comun Mas Coca,4000,2600,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
ANOKA,anoka,Anoka,1500,975,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CABO DE MADERA XU,cabo-de-madera-xu,Cabo De Madera Xu,3700,2405,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
MINI OJOS LOCOS MIX CANDY PORT,mini-ojos-locos-mix-candy-port,Mini Ojos Locos Mix Candy Port,300,195,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BUDIN CASERO CON CHIPS CHOCOLATE,budin-casero-con-chips-chocolate,Budin Casero Con Chips Chocolate,3000,1950,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CIGARRO SUELTO,cigarro-suelto,Cigarro Suelto,300,195,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ACTRON 400 1U,actron-400-1u,Actron 400 1U,1100,715,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
ARABE,arabe,Arabe,6500,4225,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
SERTAL 1U,sertal-1u,Sertal 1U,1400,910,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
FRUTALES ENTRE DOS 1U,frutales-entre-dos-1u,Frutales Entre Dos 1U,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HAMBURGUESA DE CARNE PATY XL X2 125gr,hamburguesa-de-carne-paty-xl-x2-125gr,Hamburguesa De Carne Paty Xl X2 125Gr,2500,1625,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HAMBURGUESA PATY X2 80gr,hamburguesa-paty-x2-80gr,Hamburguesa Paty X2 80Gr,1400,910,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
BUDIN CASERO X2,budin-casero-x2,Budin Casero X2,5000,3250,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
ALFAJOR GLASEADO CASERO,alfajor-glaseado-casero,Alfajor Glaseado Casero,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PALETON CASERO,paleton-casero,Paleton Casero,6000,3900,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
VELA JERUSALEN X7,vela-jerusalen-x7,Vela Jerusalen X7,3900,2535,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LOCOTO EN POLVO 7gr,locoto-en-polvo-7gr,Locoto En Polvo 7Gr,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PANCHO ESPECIAL MAS COCA,pancho-especial-mas-coca,Pancho Especial Mas Coca,5000,3250,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
ALF. MAICENA X4,alf-maicena-x4,Alf. Maicena X4,2900,1885,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LICORITAS,licoritas,Licoritas,1600,1040,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CARAMELO FLYNN PAFF 1U,caramelo-flynn-paff-1u,Caramelo Flynn Paff 1U,200,130,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BOLSITA BIZCOCHOS CASEROS,bolsita-bizcochos-caseros,Bolsita Bizcochos Caseros,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PROMO FERNET+ COCA 2.25+HIELO,promo-fernet-coca-225hielo,Promo Fernet+ Coca 2.25+Hielo,17500,11375,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
MAGICLICK,magiclick,Magiclick,800,520,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PROMO GIN TONICA,promo-gin-tonica,Promo Gin Tonica,15000,9750,100,5,bebidas,MEDIUM,1500,28,20,10,6,MOTO|CAR
IMAN CASTOR USHUAIA,iman-castor-ushuaia,Iman Castor Ushuaia,300,195,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PROMO GANCIA SPRITE,promo-gancia-sprite,Promo Gancia Sprite,12500,8125,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CARBON 4KG,carbon-4kg,Carbon 4Kg,7000,4550,100,5,supermercado,MEDIUM,900,32,11,11,6,MOTO|CAR
KOSMO CARGADOR UNIVERSAL DUAL 2.4A,kosmo-cargador-universal-dual-24a,Kosmo Cargador Universal Dual 2.4A,3800,2470,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CHORIZO CANDELARIO 2-4,chorizo-candelario-2-4,Chorizo Candelario 2-4,4400,2860,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MONEDA FELFORT 5gr,moneda-felfort-5gr,Moneda Felfort 5Gr,600,390,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SANDWICH MIGA SALAME Y QUESO X4,sandwich-miga-salame-y-queso-x4,Sandwich Miga Salame Y Queso X4,12000,7800,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
OCB BLANCO,ocb-blanco,Ocb Blanco,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAPEL OCB PREMIUM,papel-ocb-premium,Papel Ocb Premium,1500,975,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
OCB XPERT,ocb-xpert,Ocb Xpert,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
OCB CAÑAMO,ocb-canamo,Ocb Cañamo,1300,845,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SANDWICH MIG A JAMON CRUDO X4,sandwich-mig-a-jamon-crudo-x4,Sandwich Mig A Jamon Crudo X4,12000,7800,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PIZZAS LISTAS,pizzas-listas,Pizzas Listas,11000,7150,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
OCB SLIM 6mm,ocb-slim-6mm,Ocb Slim 6Mm,2700,1755,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ESCUADRA MAPED,escuadra-maped,Escuadra Maped,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
REGLA MAPED 15CM,regla-maped-15cm,Regla Maped 15Cm,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
DAMA JUANA CABARCENO 3L,dama-juana-cabarceno-3l,Dama Juana Cabarceno 3L,14500,9425,100,5,kiosco,MEDIUM,2500,35,12,12,6,MOTO|CAR
3 RAYOS ENJOY THE MOMENT,3-rayos-enjoy-the-moment,3 Rayos Enjoy The Moment,2400,1560,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CHOCOLATE CALIENTE,chocolate-caliente,Chocolate Caliente,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CAFE CON MEDIA LUNA,cafe-con-media-luna,Cafe Con Media Luna,3500,2275,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PALITOS DE LA SELVA,palitos-de-la-selva,Palitos De La Selva,100,65,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CAFE CON TOSTADO,cafe-con-tostado,Cafe Con Tostado,4500,2925,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PORRON WARSTEINER 330ml,porron-warsteiner-330ml,Porron Warsteiner 330Ml,3800,2470,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
GIZEH CAJITA,gizeh-cajita,Gizeh Cajita,8500,5525,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
DESODORANTE NIVEA 50ml,desodorante-nivea-50ml,Desodorante Nivea 50Ml,2600,1690,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
NIVEA MEN BLACK WHITE 50 ML,nivea-men-black-white-50-ml,Nivea Men Black White 50 Ml,2600,1690,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
DESODORANTE FEM 50ml,desodorante-fem-50ml,Desodorante Fem 50Ml,2600,1690,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
NIVEA MILK 125 ML,nivea-milk-125-ml,Nivea Milk 125 Ml,6500,4225,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
NIVEA HIDRA 125 ML,nivea-hidra-125-ml,Nivea Hidra 125 Ml,7500,4875,100,5,farmacia,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
MARCADOR PELIKAN PERMANENTE NEGRO,marcador-pelikan-permanente-negro,Marcador Pelikan Permanente Negro,2900,1885,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
GOMA BLANCA,goma-blanca,Goma Blanca,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SACAPUNTAS,sacapuntas,Sacapuntas,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GIZEH SUPER FINO,gizeh-super-fino,Gizeh Super Fino,1500,975,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GIZEH FINE,gizeh-fine,Gizeh Fine,1500,975,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GIZEH EXTRA FINE 34TIPS.34LEAVES,gizeh-extra-fine-34tips34leaves,Gizeh Extra Fine 34Tips.34Leaves,5600,3640,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
CINTA ADHESIVA 12MM X 8MTS,cinta-adhesiva-12mm-x-8mts,Cinta Adhesiva 12Mm X 8Mts,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CINTA ADHESIVA SKY COLOR 48MM X 40MTS,cinta-adhesiva-sky-color-48mm-x-40mts,Cinta Adhesiva Sky Color 48Mm X 40Mts,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CINTA ADHESIVA SKYCOLOR 24MM X 50MTS,cinta-adhesiva-skycolor-24mm-x-50mts,Cinta Adhesiva Skycolor 24Mm X 50Mts,2000,1300,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LAPICERA BIC,lapicera-bic,Lapicera Bic,1000,650,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LIBRETA X80 HOJAS RAYADAS,libreta-x80-hojas-rayadas,Libreta X80 Hojas Rayadas,3600,2340,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CABLE KOSMO USB IPH 1M,cable-kosmo-usb-iph-1m,Cable Kosmo Usb Iph 1M,5300,3445,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
KOSMO USB TIPOC.1METRO CARGA SUPER RAPIDA,kosmo-usb-tipoc1metro-carga-super-rapida,Kosmo Usb Tipoc.1Metro Carga Super Rapida,3800,2470,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
"KOSMO CARGADOR 25W ""C/IPH""",kosmo-cargador-25w-ciph,"Kosmo Cargador 25W ""C/Iph""",11800,7670,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
HOJA DE DIBUJO N3 EXITO 2X1,hoja-de-dibujo-n3-exito-2x1,Hoja De Dibujo N3 Exito 2X1,200,130,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HOJA DE DIBUJO N5 EXITO 2X1,hoja-de-dibujo-n5-exito-2x1,Hoja De Dibujo N5 Exito 2X1,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CAR. LOTZA FIZZ PICANTE 2X1,car-lotza-fizz-picante-2x1,Car. Lotza Fizz Picante 2X1,500,325,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
"ETIQUETA ESCOLAR RIVER,BOCA X3U",etiqueta-escolar-riverboca-x3u,"Etiqueta Escolar River,Boca X3U",800,520,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GIN BEEFEATER LONDON PINK 700ml,gin-beefeater-london-pink-700ml,Gin Beefeater London Pink 700Ml,25900,16835,100,5,bebidas,MEDIUM,1500,28,20,10,6,MOTO|CAR
GIN BEEFEATER LONDON X1L,gin-beefeater-london-x1l,Gin Beefeater London X1L,31100,20215,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
WHISKY GRANTS 750ml,whisky-grants-750ml,Whisky Grants 750Ml,31300,20345,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
WHISKY JAMESON 700ml,whisky-jameson-700ml,Whisky Jameson 700Ml,36000,23400,100,5,bebidas,MEDIUM,1500,28,20,10,6,MOTO|CAR
WHISKY JAMESON  X1L,whisky-jameson-x1l,Whisky Jameson  X1L,52000,33800,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
BAILEYS 750ml,baileys-750ml,Baileys 750Ml,49000,31850,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
LINTERNA WHITE LED,linterna-white-led,Linterna White Led,8000,5200,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
"ETIQUETA ESCOLAR MINNIE,BARBIE X4U",etiqueta-escolar-minniebarbie-x4u,"Etiqueta Escolar Minnie,Barbie X4U",1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LAPIZ NEGRO MOOVING X UNIDAD,lapiz-negro-mooving-x-unidad,Lapiz Negro Mooving X Unidad,800,520,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PINCEL PUNTA REDONDA SKYCOLOR X UNIDAD,pincel-punta-redonda-skycolor-x-unidad,Pincel Punta Redonda Skycolor X Unidad,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LAPICERA BIC CRISTAL 2X1,lapicera-bic-cristal-2x1,Lapicera Bic Cristal 2X1,1500,975,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DE PANCHO,pan-de-pancho,Pan De Pancho,2500,1625,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN HAMBURGUESA,pan-hamburguesa,Pan Hamburguesa,2500,1625,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN LACTAL,pan-lactal,Pan Lactal,5000,3250,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
TABACO CHOICE #01,tabaco-choice-01,Tabaco Choice #01,10300,6695,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
TABACO CHOICE #03,tabaco-choice-03,Tabaco Choice #03,10300,6695,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN,pan,Pan,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
COCA COLA VIDRIO 237ml,coca-cola-vidrio-237ml,Coca Cola Vidrio 237Ml,1700,1105,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
COLGATE CEPILLO,colgate-cepillo,Colgate Cepillo,3500,2275,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
CHUPETIN CON CHICLE,chupetin-con-chicle,Chupetin Con Chicle,300,195,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BISCOCHOS X 1/4,biscochos-x-14,Biscochos X 1/4,1800,1170,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HUEVO MAPLE,huevo-maple,Huevo Maple,9000,5850,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
BOLSA DE RESIDUOS 60X90,bolsa-de-residuos-60x90,Bolsa De Residuos 60X90,2400,1560,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
BOLSA DE RESIDUO 45X60,bolsa-de-residuo-45x60,Bolsa De Residuo 45X60,2500,1625,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
BOLSA RESIDUO 80X110,bolsa-residuo-80x110,Bolsa Residuo 80X110,3900,2535,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
BOLSA RESIDUO 90X120,bolsa-residuo-90x120,Bolsa Residuo 90X120,5500,3575,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
AGUA BIDON PYGOSCELIS 6.25,agua-bidon-pygoscelis-625,Agua Bidon Pygoscelis 6.25,4100,2665,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
KOSMO CABLE TIPO.C. 1M,kosmo-cable-tipoc-1m,Kosmo Cable Tipo.C. 1M,2900,1885,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
"COMBO ESCOLAR,BAGGIO+OREO/MELBA/DUQUESA",combo-escolarbaggiooreomelbaduquesa,"Combo Escolar,Baggio+Oreo/Melba/Duquesa",1800,1170,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
