name,slug,description,price,costPrice,stock,minStock,categorySlug,packageCategory,maxWeightGrams,maxLengthCm,maxWidthCm,maxHeightCm,volumeScore,allowedVehicles
HEINEKEN LATA 710,heineken-lata-710,Heineken Lata 710,7500,4875,100,5,bebidas,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
MILLER RUBIA 710ml,miller-rubia-710ml,Miller Rubia 710Ml,5800,3770,100,5,kiosco,MEDIUM,900,32,11,11,6,MOTO|CAR
IMPERIAL EXTRA LAGER 710ml,imperial-extra-lager-710ml,Imperial Extra Lager 710Ml,4800,3120,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
IMPERIAL GOLDEN 473,imperial-golden-473,Imperial Golden 473,3100,2015,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
SALTA CAUTIVA RUBIA 473CM,salta-cautiva-rubia-473cm,Salta Cautiva Rubia 473Cm,3200,2080,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SALTA CAUTIVA ROJA 473ml,salta-cautiva-roja-473ml,Salta Cautiva Roja 473Ml,3200,2080,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
IMPERIAL ROJA 473ml,imperial-roja-473ml,Imperial Roja 473Ml,3500,2275,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
IMPERIAL GOLDEN S/A 355CM,imperial-golden-sa-355cm,Imperial Golden S/A 355Cm,2000,1300,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
GROLSCH IPA 473ml,grolsch-ipa-473ml,Grolsch Ipa 473Ml,3900,2535,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
AMSTEL LAGER  710ml,amstel-lager-710ml,Amstel Lager  710Ml,4900,3185,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
BIECKET URBANA 473CM,biecket-urbana-473cm,Biecket Urbana 473Cm,4900,3185,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
MILLER 473ml,miller-473ml,Miller 473Ml,3600,2340,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
MILLER PORRON 330ML,miller-porron-330ml,Miller Porron 330Ml,3600,2340,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
ISENBECK 473ml,isenbeck-473ml,Isenbeck 473Ml,1900,1235,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
AMSTEL LAGER 473ml,amstel-lager-473ml,Amstel Lager 473Ml,3100,2015,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
SALTA CAUTIVA SESSION IPA 473CM,salta-cautiva-session-ipa-473cm,Salta Cautiva Session Ipa 473Cm,3200,2080,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
IMPERIAL GOLDEN 330ml porron,imperial-golden-330ml-porron,Imperial Golden 330Ml Porron,3300,2145,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
IMPERIAL GOLDEN SIN ALCOHOL 473ml,imperial-golden-sin-alcohol-473ml,Imperial Golden Sin Alcohol 473Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
SALTA CAUTIVA FRESH LAGER 473ml,salta-cautiva-fresh-lager-473ml,Salta Cautiva Fresh Lager 473Ml,3200,2080,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
TOPLINE SEVEN X-PLOSIVE MINT,topline-seven-x-plosive-mint,Topline Seven X-Plosive Mint,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
POET FLORES DE PRIMAVERA 900ml,poet-flores-de-primavera-900ml,Poet Flores De Primavera 900Ml,2600,1690,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
AYUDIN LAVANDA 1L,ayudin-lavanda-1l,Ayudin Lavanda 1L,2200,1430,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
AYUDIN GLACIAR 1L,ayudin-glaciar-1l,Ayudin Glaciar 1L,2200,1430,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
POET DESODORANTE AMBIENTE 360ml,poet-desodorante-ambiente-360ml,Poet Desodorante Ambiente 360Ml,4500,2925,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
TOPLINE SEVEN MANDARINA,topline-seven-mandarina,Topline Seven Mandarina,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAPEL HIGIENICO ELEGANTE 120m,papel-higienico-elegante-120m,Papel Higienico Elegante 120M,2500,1625,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
PAÑUELITOS ELEGANTE,panuelitos-elegante,Pañuelitos Elegante,800,520,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
PAPEL HIGIENICO ELEGANTE SPONGY-TECH,papel-higienico-elegante-spongy-tech,Papel Higienico Elegante Spongy-Tech,3500,2275,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ELEGANTE X3,elegante-x3,Elegante X3,3700,2405,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAPEL HIGIENICO ELEGANTE CELESTE X4,papel-higienico-elegante-celeste-x4,Papel Higienico Elegante Celeste X4,3000,1950,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
LA CAMPAGOLA DESMENUZADO AL ACEITE,la-campagola-desmenuzado-al-aceite,La Campagola Desmenuzado Al Aceite,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LA CAMPAGNOLA DEL MAR AL NATURAL,la-campagnola-del-mar-al-natural,La Campagnola Del Mar Al Natural,4000,2600,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ENTRE DOS NEGRO DDL 60G,entre-dos-negro-ddl-60g,Entre Dos Negro Ddl 60G,2500,1625,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALFAJOR CACHAFAZ NEGRO 60gr,alfajor-cachafaz-negro-60gr,Alfajor Cachafaz Negro 60Gr,2400,1560,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HOJALMAR 150G,hojalmar-150g,Hojalmar 150G,3500,2275,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HOJALMAR PALMERITAS,hojalmar-palmeritas,Hojalmar Palmeritas,2900,1885,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ALFAJOR CACHAFAZ BLANCO 60gr,alfajor-cachafaz-blanco-60gr,Alfajor Cachafaz Blanco 60Gr,2400,1560,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
BAYASPIRINA 500MG 1U,bayaspirina-500mg-1u,Bayaspirina 500Mg 1U,400,260,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
CAFIASPIRINA 40MG 1U,cafiaspirina-40mg-1u,Cafiaspirina 40Mg 1U,500,325,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ASPIRINETAS 100MG 1U,aspirinetas-100mg-1u,Aspirinetas 100Mg 1U,100,65,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
ACTRON 600MG 1U,actron-600mg-1u,Actron 600Mg 1U,1700,1105,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
JABON LIQUIDO ESENCIAL 800 CC,jabon-liquido-esencial-800-cc,Jabon Liquido Esencial 800 Cc,3200,2080,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
PLAYADITO MATE COCIDO X25,playadito-mate-cocido-x25,Playadito Mate Cocido X25,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YERBA PLAYADITO 500gr,yerba-playadito-500gr,Yerba Playadito 500Gr,3300,2145,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
YERBA PIPORE TRADICIONAL 250gr,yerba-pipore-tradicional-250gr,Yerba Pipore Tradicional 250Gr,1300,845,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YERBA PIPORE ESPECIAL 500gr,yerba-pipore-especial-500gr,Yerba Pipore Especial 500Gr,3100,2015,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
YERBA PIPORE SUAVE 250gr,yerba-pipore-suave-250gr,Yerba Pipore Suave 250Gr,1300,845,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
YERBA PIPORE SUBLIME 500gr,yerba-pipore-sublime-500gr,Yerba Pipore Sublime 500Gr,3800,2470,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
YERBA PIPORE TRADICIONAL X500gr,yerba-pipore-tradicional-x500gr,Yerba Pipore Tradicional X500Gr,2700,1755,100,5,supermercado,MICRO,540,23,7,7,1,BIKE|MOTO
RAPIDITAS X10U 275G,rapiditas-x10u-275g,Rapiditas X10U 275G,3200,2080,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAN OROWEAT CON SEMILLAS 600gr,pan-oroweat-con-semillas-600gr,Pan Oroweat Con Semillas 600Gr,6700,4355,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN OROWEAT CON CEREALES 600gr,pan-oroweat-con-cereales-600gr,Pan Oroweat Con Cereales 600Gr,6700,4355,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
VALENTE VAINILLAS X12U,valente-vainillas-x12u,Valente Vainillas X12U,2600,1690,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LACTAL BLANCO 460gr,lactal-blanco-460gr,Lactal Blanco 460Gr,4400,2860,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PAN BLANCO LACTAL 315gr,pan-blanco-lactal-315gr,Pan Blanco Lactal 315Gr,2900,1885,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LACTAL PAN DE PANCHO 210gr,lactal-pan-de-pancho-210gr,Lactal Pan De Pancho 210Gr,3400,2210,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DE HAMBUERGUESA LACTAL 210gr,pan-de-hambuerguesa-lactal-210gr,Pan De Hambuerguesa Lactal 210Gr,3400,2210,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
FARGO PAN HAMBURGUESA C/SESAMO 210gr,fargo-pan-hamburguesa-csesamo-210gr,Fargo Pan Hamburguesa C/Sesamo 210Gr,3200,2080,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN FARGO HAMB.,pan-fargo-hamb,Pan Fargo Hamb.,3200,2080,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DE PANCHO FARGO 210gr,pan-de-pancho-fargo-210gr,Pan De Pancho Fargo 210Gr,3700,2405,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DE HAMBURGUESA TIPO ARTESANO BIMBON,pan-de-hamburguesa-tipo-artesano-bimbon,Pan De Hamburguesa Tipo Artesano Bimbon,5500,3575,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN BIMBO DE PAPA HAMBURGUESA 240gr,pan-bimbo-de-papa-hamburguesa-240gr,Pan Bimbo De Papa Hamburguesa 240Gr,4300,2795,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
PAN BIMBO HAMBURGUESA CON SESAMO 210gr,pan-bimbo-hamburguesa-con-sesamo-210gr,Pan Bimbo Hamburguesa Con Sesamo 210Gr,4300,2795,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN BIMBO PANCHO 210gr,pan-bimbo-pancho-210gr,Pan Bimbo Pancho 210Gr,3300,2145,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MAGDALENAS VALENTE VAINILLA 200gr,magdalenas-valente-vainilla-200gr,Magdalenas Valente Vainilla 200Gr,3700,2405,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MAGDALENA VALENTE VAINILLA.C/DDL,magdalena-valente-vainillacddl,Magdalena Valente Vainilla.C/Ddl,3700,2405,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN DE PANCHO BRIOSH 210gr,pan-de-pancho-briosh-210gr,Pan De Pancho Briosh 210Gr,3200,2080,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
PAN BIMBO DE PAPA PANCHO 240gr,pan-bimbo-de-papa-pancho-240gr,Pan Bimbo De Papa Pancho 240Gr,4900,3185,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
VALENTE PAN DULCE CHIPS CHOC. 400gr,valente-pan-dulce-chips-choc-400gr,Valente Pan Dulce Chips Choc. 400Gr,5900,3835,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
VALENTE PAN DULCE PASAS Y FRUTAS 400gr,valente-pan-dulce-pasas-y-frutas-400gr,Valente Pan Dulce Pasas Y Frutas 400Gr,5400,3510,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
RAPIDITAS XXL X8U 620G,rapiditas-xxl-x8u-620g,Rapiditas Xxl X8U 620G,6800,4420,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN BIMBO BLANCO 610gr,pan-bimbo-blanco-610gr,Pan Bimbo Blanco 610Gr,6900,4485,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN BIMBO BLANCO 400gr,pan-bimbo-blanco-400gr,Pan Bimbo Blanco 400Gr,5200,3380,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN FARGO LACTEADO 585gr,pan-fargo-lacteado-585gr,Pan Fargo Lacteado 585Gr,5500,3575,100,5,supermercado,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
PAN FARGO SALVADO 390gr,pan-fargo-salvado-390gr,Pan Fargo Salvado 390Gr,4500,2925,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PAN LACTEADO 370gr,pan-lacteado-370gr,Pan Lacteado 370Gr,4000,2600,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
FARGO PAN LACTEADO RODAJAS FINAS 370gr,fargo-pan-lacteado-rodajas-finas-370gr,Fargo Pan Lacteado Rodajas Finas 370Gr,4000,2600,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
SABE BIEN BRAUNICHOC 35gr,sabe-bien-braunichoc-35gr,Sabe Bien Braunichoc 35Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SABE BIEN BROWNIE CHIPS 62gr,sabe-bien-brownie-chips-62gr,Sabe Bien Brownie Chips 62Gr,2200,1430,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SABE BIEN BROWNIE MINI 35gr,sabe-bien-brownie-mini-35gr,Sabe Bien Brownie Mini 35Gr,1700,1105,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
SALCHICHA PANCHIN X6,salchicha-panchin-x6,Salchicha Panchin X6,1900,1235,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TREGAR DULCE DE LECHE 400gr,tregar-dulce-de-leche-400gr,Tregar Dulce De Leche 400Gr,2700,1755,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LECHE ENTERA TREGAR 1L,leche-entera-tregar-1l,Leche Entera Tregar 1L,2500,1625,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
LECHE DESCREMADA TREGAR 1L,leche-descremada-tregar-1l,Leche Descremada Tregar 1L,2300,1495,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
MANTECA LA SERENISIMA 100gr,manteca-la-serenisima-100gr,Manteca La Serenisima 100Gr,2500,1625,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MANTECA LA SERENISIMA 200gr,manteca-la-serenisima-200gr,Manteca La Serenisima 200Gr,4300,2795,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
TOPLINE SEVEN ATOMIC STRONG,topline-seven-atomic-strong,Topline Seven Atomic Strong,1000,650,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
HELLMANS MAYONESA 237gr,hellmans-mayonesa-237gr,Hellmans Mayonesa 237Gr,2000,1300,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HELLMANS MAYONESA 118gr,hellmans-mayonesa-118gr,Hellmans Mayonesa 118Gr,1000,650,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
KEPTCHUP HELLMANNS 250gr,keptchup-hellmanns-250gr,Keptchup Hellmanns 250Gr,2600,1690,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CICA SALSA LISTA PIZZA 340gr,cica-salsa-lista-pizza-340gr,Cica Salsa Lista Pizza 340Gr,1700,1105,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
CICA SALSA LISTA POMAROLA 340gr,cica-salsa-lista-pomarola-340gr,Cica Salsa Lista Pomarola 340Gr,1700,1105,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
SAVORA MOSTAZA 250gr,savora-mostaza-250gr,Savora Mostaza 250Gr,1700,1105,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
SAVORA MOSTAZA 60gr,savora-mostaza-60gr,Savora Mostaza 60Gr,1000,650,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
HELLMANS MAYONESA LIVIANA 237gr,hellmans-mayonesa-liviana-237gr,Hellmans Mayonesa Liviana 237Gr,1700,1105,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
